"hex_id","period_50yr","total_buildings","risk_buildings","risk_share","map_category"
603,"1975-2025",NA,NA,NA,"No building data"
604,"1925-1974",3,0,0,"0%"
604,"1975-2025",NA,NA,NA,"No building data"
605,"1925-1974",2,0,0,"0%"
605,"1975-2025",1,0,0,"0%"
606,"1925-1974",5,0,0,"0%"
606,"1975-2025",2,0,0,"0%"
607,"1925-1974",1,0,0,"0%"
607,"1975-2025",1,0,0,"0%"
608,"1925-1974",161,0,0,"0%"
608,"1975-2025",2,0,0,"0%"
609,"1925-1974",NA,NA,NA,"No building data"
609,"1975-2025",NA,NA,NA,"No building data"
610,"1925-1974",98,12,12.2448979591837,"More than 0%"
610,"1975-2025",50,0,0,"0%"
611,"1925-1974",15,0,0,"0%"
611,"1975-2025",126,0,0,"0%"
612,"1925-1974",6,0,0,"0%"
612,"1975-2025",4,0,0,"0%"
613,"1925-1974",NA,NA,NA,"No building data"
613,"1975-2025",NA,NA,NA,"No building data"
614,"1925-1974",NA,NA,NA,"No building data"
614,"1975-2025",NA,NA,NA,"No building data"
615,"1925-1974",3,0,0,"0%"
615,"1975-2025",1,0,0,"0%"
616,"1925-1974",2,0,0,"0%"
616,"1975-2025",1,0,0,"0%"
617,"1925-1974",NA,NA,NA,"No building data"
617,"1975-2025",NA,NA,NA,"No building data"
624,"1925-1974",1,0,0,"0%"
624,"1975-2025",NA,NA,NA,"No building data"
625,"1925-1974",12,0,0,"0%"
625,"1975-2025",2,0,0,"0%"
626,"1925-1974",26,0,0,"0%"
626,"1975-2025",NA,NA,NA,"No building data"
627,"1925-1974",2,0,0,"0%"
627,"1975-2025",NA,NA,NA,"No building data"
628,"1925-1974",1,0,0,"0%"
628,"1975-2025",1,0,0,"0%"
629,"1925-1974",69,0,0,"0%"
629,"1975-2025",7,3,42.8571428571429,"More than 0%"
630,"1925-1974",27,26,96.2962962962963,"More than 0%"
630,"1975-2025",4,4,100,"More than 0%"
631,"1925-1974",325,0,0,"0%"
631,"1975-2025",14,0,0,"0%"
632,"1925-1974",3,0,0,"0%"
632,"1975-2025",22,0,0,"0%"
633,"1925-1974",1,0,0,"0%"
633,"1975-2025",NA,NA,NA,"No building data"
634,"1925-1974",NA,NA,NA,"No building data"
634,"1975-2025",NA,NA,NA,"No building data"
635,"1925-1974",NA,NA,NA,"No building data"
635,"1975-2025",2,0,0,"0%"
636,"1925-1974",NA,NA,NA,"No building data"
636,"1975-2025",NA,NA,NA,"No building data"
637,"1925-1974",4,0,0,"0%"
637,"1975-2025",1,0,0,"0%"
638,"1925-1974",NA,NA,NA,"No building data"
638,"1975-2025",NA,NA,NA,"No building data"
643,"1925-1974",NA,NA,NA,"No building data"
643,"1975-2025",NA,NA,NA,"No building data"
644,"1925-1974",NA,NA,NA,"No building data"
644,"1975-2025",NA,NA,NA,"No building data"
645,"1925-1974",NA,NA,NA,"No building data"
645,"1975-2025",NA,NA,NA,"No building data"
646,"1925-1974",13,0,0,"0%"
646,"1975-2025",NA,NA,NA,"No building data"
647,"1925-1974",2,0,0,"0%"
647,"1975-2025",1,0,0,"0%"
648,"1925-1974",311,0,0,"0%"
648,"1975-2025",14,0,0,"0%"
649,"1925-1974",8,0,0,"0%"
649,"1975-2025",6,1,16.6666666666667,"More than 0%"
650,"1925-1974",101,20,19.8019801980198,"More than 0%"
650,"1975-2025",19,4,21.0526315789474,"More than 0%"
651,"1925-1974",67,0,0,"0%"
651,"1975-2025",85,0,0,"0%"
652,"1925-1974",9,0,0,"0%"
652,"1975-2025",3,0,0,"0%"
653,"1925-1974",NA,NA,NA,"No building data"
653,"1975-2025",NA,NA,NA,"No building data"
654,"1925-1974",2,0,0,"0%"
654,"1975-2025",1,0,0,"0%"
655,"1925-1974",NA,NA,NA,"No building data"
655,"1975-2025",NA,NA,NA,"No building data"
656,"1925-1974",NA,NA,NA,"No building data"
656,"1975-2025",NA,NA,NA,"No building data"
657,"1925-1974",2,0,0,"0%"
657,"1975-2025",NA,NA,NA,"No building data"
658,"1925-1974",NA,NA,NA,"No building data"
658,"1975-2025",NA,NA,NA,"No building data"
664,"1925-1974",NA,NA,NA,"No building data"
664,"1975-2025",NA,NA,NA,"No building data"
665,"1925-1974",1,0,0,"0%"
665,"1975-2025",2,0,0,"0%"
666,"1925-1974",NA,NA,NA,"No building data"
666,"1975-2025",NA,NA,NA,"No building data"
667,"1925-1974",23,0,0,"0%"
667,"1975-2025",13,0,0,"0%"
668,"1925-1974",75,0,0,"0%"
668,"1975-2025",22,0,0,"0%"
669,"1925-1974",152,0,0,"0%"
669,"1975-2025",10,0,0,"0%"
670,"1925-1974",15,4,26.6666666666667,"More than 0%"
670,"1975-2025",21,14,66.6666666666667,"More than 0%"
671,"1925-1974",209,0,0,"0%"
671,"1975-2025",37,0,0,"0%"
672,"1925-1974",6,0,0,"0%"
672,"1975-2025",NA,NA,NA,"No building data"
673,"1925-1974",1,0,0,"0%"
673,"1975-2025",3,0,0,"0%"
674,"1925-1974",NA,NA,NA,"No building data"
674,"1975-2025",NA,NA,NA,"No building data"
675,"1925-1974",NA,NA,NA,"No building data"
675,"1975-2025",NA,NA,NA,"No building data"
676,"1925-1974",NA,NA,NA,"No building data"
676,"1975-2025",NA,NA,NA,"No building data"
677,"1925-1974",6,0,0,"0%"
677,"1975-2025",6,0,0,"0%"
678,"1925-1974",NA,NA,NA,"No building data"
678,"1975-2025",NA,NA,NA,"No building data"
679,"1925-1974",NA,NA,NA,"No building data"
679,"1975-2025",NA,NA,NA,"No building data"
684,"1925-1974",NA,NA,NA,"No building data"
684,"1975-2025",1,0,0,"0%"
685,"1925-1974",NA,NA,NA,"No building data"
685,"1975-2025",NA,NA,NA,"No building data"
686,"1925-1974",NA,NA,NA,"No building data"
686,"1975-2025",7,0,0,"0%"
687,"1925-1974",169,0,0,"0%"
687,"1975-2025",27,0,0,"0%"
688,"1925-1974",99,0,0,"0%"
688,"1975-2025",4,0,0,"0%"
689,"1925-1974",23,4,17.3913043478261,"More than 0%"
689,"1975-2025",18,10,55.5555555555556,"More than 0%"
690,"1925-1974",150,2,1.33333333333333,"More than 0%"
690,"1975-2025",44,0,0,"0%"
691,"1925-1974",98,0,0,"0%"
691,"1975-2025",16,0,0,"0%"
692,"1925-1974",76,0,0,"0%"
692,"1975-2025",9,0,0,"0%"
693,"1925-1974",55,0,0,"0%"
693,"1975-2025",4,0,0,"0%"
694,"1925-1974",11,0,0,"0%"
694,"1975-2025",3,0,0,"0%"
695,"1925-1974",NA,NA,NA,"No building data"
695,"1975-2025",1,0,0,"0%"
696,"1925-1974",3,0,0,"0%"
696,"1975-2025",1,0,0,"0%"
697,"1925-1974",NA,NA,NA,"No building data"
697,"1975-2025",NA,NA,NA,"No building data"
698,"1925-1974",NA,NA,NA,"No building data"
698,"1975-2025",NA,NA,NA,"No building data"
699,"1925-1974",NA,NA,NA,"No building data"
699,"1975-2025",NA,NA,NA,"No building data"
704,"1925-1974",NA,NA,NA,"No building data"
704,"1975-2025",NA,NA,NA,"No building data"
705,"1925-1974",NA,NA,NA,"No building data"
705,"1975-2025",NA,NA,NA,"No building data"
706,"1925-1974",1,0,0,"0%"
706,"1975-2025",4,0,0,"0%"
707,"1925-1974",4,0,0,"0%"
707,"1975-2025",34,0,0,"0%"
708,"1925-1974",2,0,0,"0%"
708,"1975-2025",NA,NA,NA,"No building data"
709,"1925-1974",93,0,0,"0%"
709,"1975-2025",4,0,0,"0%"
710,"1925-1974",56,2,3.57142857142857,"More than 0%"
710,"1975-2025",35,0,0,"0%"
711,"1925-1974",71,0,0,"0%"
711,"1975-2025",21,0,0,"0%"
712,"1925-1974",62,0,0,"0%"
712,"1975-2025",17,0,0,"0%"
713,"1925-1974",24,0,0,"0%"
713,"1975-2025",5,0,0,"0%"
714,"1925-1974",8,0,0,"0%"
714,"1975-2025",NA,NA,NA,"No building data"
715,"1925-1974",1,0,0,"0%"
715,"1975-2025",50,0,0,"0%"
716,"1925-1974",3,0,0,"0%"
716,"1975-2025",NA,NA,NA,"No building data"
717,"1925-1974",NA,NA,NA,"No building data"
717,"1975-2025",1,0,0,"0%"
718,"1925-1974",NA,NA,NA,"No building data"
718,"1975-2025",NA,NA,NA,"No building data"
719,"1925-1974",NA,NA,NA,"No building data"
719,"1975-2025",NA,NA,NA,"No building data"
720,"1925-1974",NA,NA,NA,"No building data"
720,"1975-2025",NA,NA,NA,"No building data"
724,"1925-1974",3,0,0,"0%"
724,"1975-2025",1,0,0,"0%"
725,"1925-1974",NA,NA,NA,"No building data"
725,"1975-2025",NA,NA,NA,"No building data"
726,"1925-1974",1,0,0,"0%"
726,"1975-2025",179,0,0,"0%"
727,"1925-1974",NA,NA,NA,"No building data"
727,"1975-2025",16,0,0,"0%"
728,"1925-1974",149,0,0,"0%"
728,"1975-2025",15,0,0,"0%"
729,"1925-1974",6,4,66.6666666666667,"More than 0%"
729,"1975-2025",16,3,18.75,"More than 0%"
730,"1925-1974",21,0,0,"0%"
730,"1975-2025",21,0,0,"0%"
731,"1925-1974",NA,NA,NA,"No building data"
731,"1975-2025",59,0,0,"0%"
732,"1925-1974",NA,NA,NA,"No building data"
732,"1975-2025",NA,NA,NA,"No building data"
733,"1925-1974",19,0,0,"0%"
733,"1975-2025",4,0,0,"0%"
734,"1925-1974",60,0,0,"0%"
734,"1975-2025",57,0,0,"0%"
735,"1925-1974",2,0,0,"0%"
735,"1975-2025",16,0,0,"0%"
736,"1925-1974",NA,NA,NA,"No building data"
736,"1975-2025",NA,NA,NA,"No building data"
737,"1925-1974",NA,NA,NA,"No building data"
737,"1975-2025",NA,NA,NA,"No building data"
738,"1925-1974",NA,NA,NA,"No building data"
738,"1975-2025",NA,NA,NA,"No building data"
739,"1925-1974",NA,NA,NA,"No building data"
739,"1975-2025",NA,NA,NA,"No building data"
744,"1925-1974",NA,NA,NA,"No building data"
744,"1975-2025",NA,NA,NA,"No building data"
745,"1925-1974",NA,NA,NA,"No building data"
745,"1975-2025",2,0,0,"0%"
746,"1925-1974",NA,NA,NA,"No building data"
746,"1975-2025",NA,NA,NA,"No building data"
747,"1925-1974",2,0,0,"0%"
747,"1975-2025",140,0,0,"0%"
748,"1925-1974",20,0,0,"0%"
748,"1975-2025",96,0,0,"0%"
749,"1925-1974",80,0,0,"0%"
749,"1975-2025",26,0,0,"0%"
750,"1925-1974",87,5,5.74712643678161,"More than 0%"
750,"1975-2025",15,2,13.3333333333333,"More than 0%"
751,"1925-1974",NA,NA,NA,"No building data"
751,"1975-2025",127,0,0,"0%"
752,"1925-1974",NA,NA,NA,"No building data"
752,"1975-2025",75,0,0,"0%"
753,"1925-1974",6,0,0,"0%"
753,"1975-2025",1,0,0,"0%"
754,"1925-1974",NA,NA,NA,"No building data"
754,"1975-2025",3,0,0,"0%"
755,"1925-1974",76,0,0,"0%"
755,"1975-2025",66,0,0,"0%"
756,"1925-1974",NA,NA,NA,"No building data"
756,"1975-2025",NA,NA,NA,"No building data"
757,"1925-1974",NA,NA,NA,"No building data"
757,"1975-2025",NA,NA,NA,"No building data"
758,"1925-1974",NA,NA,NA,"No building data"
758,"1975-2025",NA,NA,NA,"No building data"
759,"1925-1974",NA,NA,NA,"No building data"
759,"1975-2025",NA,NA,NA,"No building data"
760,"1925-1974",NA,NA,NA,"No building data"
760,"1975-2025",NA,NA,NA,"No building data"
764,"1925-1974",NA,NA,NA,"No building data"
764,"1975-2025",2,0,0,"0%"
765,"1925-1974",NA,NA,NA,"No building data"
765,"1975-2025",NA,NA,NA,"No building data"
766,"1925-1974",NA,NA,NA,"No building data"
766,"1975-2025",NA,NA,NA,"No building data"
767,"1925-1974",127,0,0,"0%"
767,"1975-2025",151,0,0,"0%"
768,"1925-1974",282,0,0,"0%"
768,"1975-2025",51,0,0,"0%"
769,"1925-1974",NA,NA,NA,"No building data"
769,"1975-2025",9,4,44.4444444444444,"More than 0%"
770,"1925-1974",81,0,0,"0%"
770,"1975-2025",48,0,0,"0%"
771,"1925-1974",NA,NA,NA,"No building data"
771,"1975-2025",115,0,0,"0%"
772,"1925-1974",NA,NA,NA,"No building data"
772,"1975-2025",NA,NA,NA,"No building data"
773,"1925-1974",3,0,0,"0%"
773,"1975-2025",NA,NA,NA,"No building data"
774,"1925-1974",2,0,0,"0%"
774,"1975-2025",66,0,0,"0%"
775,"1925-1974",NA,NA,NA,"No building data"
775,"1975-2025",NA,NA,NA,"No building data"
776,"1925-1974",NA,NA,NA,"No building data"
776,"1975-2025",NA,NA,NA,"No building data"
777,"1925-1974",NA,NA,NA,"No building data"
777,"1975-2025",NA,NA,NA,"No building data"
778,"1925-1974",NA,NA,NA,"No building data"
778,"1975-2025",NA,NA,NA,"No building data"
779,"1925-1974",NA,NA,NA,"No building data"
779,"1975-2025",NA,NA,NA,"No building data"
784,"1925-1974",NA,NA,NA,"No building data"
784,"1975-2025",NA,NA,NA,"No building data"
785,"1925-1974",NA,NA,NA,"No building data"
785,"1975-2025",NA,NA,NA,"No building data"
786,"1925-1974",NA,NA,NA,"No building data"
786,"1975-2025",NA,NA,NA,"No building data"
787,"1925-1974",68,0,0,"0%"
787,"1975-2025",57,0,0,"0%"
788,"1925-1974",206,0,0,"0%"
788,"1975-2025",34,0,0,"0%"
789,"1925-1974",58,0,0,"0%"
789,"1975-2025",57,31,54.3859649122807,"More than 0%"
790,"1925-1974",10,0,0,"0%"
790,"1975-2025",15,5,33.3333333333333,"More than 0%"
791,"1925-1974",15,0,0,"0%"
791,"1975-2025",15,0,0,"0%"
792,"1925-1974",NA,NA,NA,"No building data"
792,"1975-2025",NA,NA,NA,"No building data"
793,"1925-1974",26,0,0,"0%"
793,"1975-2025",16,0,0,"0%"
794,"1925-1974",NA,NA,NA,"No building data"
794,"1975-2025",4,0,0,"0%"
795,"1925-1974",1,0,0,"0%"
795,"1975-2025",NA,NA,NA,"No building data"
796,"1925-1974",NA,NA,NA,"No building data"
796,"1975-2025",1,0,0,"0%"
797,"1925-1974",NA,NA,NA,"No building data"
797,"1975-2025",NA,NA,NA,"No building data"
798,"1925-1974",NA,NA,NA,"No building data"
798,"1975-2025",NA,NA,NA,"No building data"
799,"1925-1974",NA,NA,NA,"No building data"
799,"1975-2025",NA,NA,NA,"No building data"
800,"1925-1974",NA,NA,NA,"No building data"
800,"1975-2025",NA,NA,NA,"No building data"
803,"1925-1974",NA,NA,NA,"No building data"
803,"1975-2025",NA,NA,NA,"No building data"
804,"1925-1974",NA,NA,NA,"No building data"
804,"1975-2025",NA,NA,NA,"No building data"
805,"1925-1974",2,0,0,"0%"
805,"1975-2025",1,0,0,"0%"
806,"1925-1974",NA,NA,NA,"No building data"
806,"1975-2025",47,0,0,"0%"
807,"1925-1974",70,0,0,"0%"
807,"1975-2025",25,0,0,"0%"
808,"1925-1974",10,0,0,"0%"
808,"1975-2025",95,0,0,"0%"
809,"1925-1974",NA,NA,NA,"No building data"
809,"1975-2025",NA,NA,NA,"No building data"
810,"1925-1974",217,0,0,"0%"
810,"1975-2025",9,0,0,"0%"
811,"1925-1974",13,0,0,"0%"
811,"1975-2025",5,0,0,"0%"
812,"1925-1974",1,0,0,"0%"
812,"1975-2025",NA,NA,NA,"No building data"
813,"1925-1974",NA,NA,NA,"No building data"
813,"1975-2025",NA,NA,NA,"No building data"
814,"1925-1974",NA,NA,NA,"No building data"
814,"1975-2025",1,0,0,"0%"
815,"1925-1974",NA,NA,NA,"No building data"
815,"1975-2025",NA,NA,NA,"No building data"
816,"1925-1974",NA,NA,NA,"No building data"
816,"1975-2025",NA,NA,NA,"No building data"
817,"1925-1974",NA,NA,NA,"No building data"
817,"1975-2025",NA,NA,NA,"No building data"
818,"1925-1974",NA,NA,NA,"No building data"
818,"1975-2025",NA,NA,NA,"No building data"
819,"1925-1974",NA,NA,NA,"No building data"
819,"1975-2025",NA,NA,NA,"No building data"
824,"1925-1974",1,0,0,"0%"
824,"1975-2025",NA,NA,NA,"No building data"
825,"1925-1974",NA,NA,NA,"No building data"
825,"1975-2025",NA,NA,NA,"No building data"
826,"1925-1974",NA,NA,NA,"No building data"
826,"1975-2025",2,0,0,"0%"
827,"1925-1974",27,0,0,"0%"
827,"1975-2025",97,0,0,"0%"
828,"1925-1974",18,0,0,"0%"
828,"1975-2025",30,0,0,"0%"
830,"1925-1974",NA,NA,NA,"No building data"
830,"1975-2025",NA,NA,NA,"No building data"
831,"1925-1974",55,0,0,"0%"
831,"1975-2025",1,0,0,"0%"
832,"1925-1974",NA,NA,NA,"No building data"
832,"1975-2025",NA,NA,NA,"No building data"
833,"1925-1974",NA,NA,NA,"No building data"
833,"1975-2025",1,0,0,"0%"
834,"1925-1974",16,0,0,"0%"
834,"1975-2025",19,0,0,"0%"
835,"1925-1974",NA,NA,NA,"No building data"
835,"1975-2025",2,0,0,"0%"
836,"1925-1974",NA,NA,NA,"No building data"
836,"1975-2025",NA,NA,NA,"No building data"
837,"1925-1974",NA,NA,NA,"No building data"
837,"1975-2025",NA,NA,NA,"No building data"
838,"1925-1974",NA,NA,NA,"No building data"
838,"1975-2025",NA,NA,NA,"No building data"
839,"1925-1974",NA,NA,NA,"No building data"
839,"1975-2025",NA,NA,NA,"No building data"
843,"1925-1974",1,0,0,"0%"
843,"1975-2025",NA,NA,NA,"No building data"
844,"1925-1974",2,0,0,"0%"
844,"1975-2025",NA,NA,NA,"No building data"
845,"1925-1974",7,0,0,"0%"
845,"1975-2025",3,0,0,"0%"
846,"1925-1974",20,0,0,"0%"
846,"1975-2025",126,0,0,"0%"
847,"1925-1974",1,0,0,"0%"
847,"1975-2025",3,0,0,"0%"
848,"1925-1974",1,0,0,"0%"
848,"1975-2025",1,0,0,"0%"
849,"1925-1974",NA,NA,NA,"No building data"
849,"1975-2025",NA,NA,NA,"No building data"
850,"1925-1974",174,0,0,"0%"
850,"1975-2025",54,0,0,"0%"
851,"1925-1974",NA,NA,NA,"No building data"
851,"1975-2025",NA,NA,NA,"No building data"
852,"1925-1974",NA,NA,NA,"No building data"
852,"1975-2025",NA,NA,NA,"No building data"
853,"1925-1974",NA,NA,NA,"No building data"
853,"1975-2025",NA,NA,NA,"No building data"
854,"1925-1974",NA,NA,NA,"No building data"
854,"1975-2025",1,0,0,"0%"
855,"1925-1974",2,0,0,"0%"
855,"1975-2025",NA,NA,NA,"No building data"
856,"1925-1974",NA,NA,NA,"No building data"
856,"1975-2025",NA,NA,NA,"No building data"
857,"1925-1974",NA,NA,NA,"No building data"
857,"1975-2025",NA,NA,NA,"No building data"
858,"1925-1974",NA,NA,NA,"No building data"
858,"1975-2025",NA,NA,NA,"No building data"
859,"1925-1974",NA,NA,NA,"No building data"
859,"1975-2025",NA,NA,NA,"No building data"
863,"1925-1974",NA,NA,NA,"No building data"
863,"1975-2025",NA,NA,NA,"No building data"
864,"1925-1974",NA,NA,NA,"No building data"
864,"1975-2025",1,0,0,"0%"
865,"1925-1974",2,0,0,"0%"
865,"1975-2025",NA,NA,NA,"No building data"
866,"1925-1974",1,0,0,"0%"
866,"1975-2025",54,0,0,"0%"
867,"1925-1974",NA,NA,NA,"No building data"
867,"1975-2025",1,0,0,"0%"
868,"1925-1974",1,0,0,"0%"
868,"1975-2025",3,0,0,"0%"
870,"1925-1974",1,0,0,"0%"
870,"1975-2025",1,0,0,"0%"
871,"1925-1974",40,0,0,"0%"
871,"1975-2025",49,0,0,"0%"
872,"1925-1974",NA,NA,NA,"No building data"
872,"1975-2025",NA,NA,NA,"No building data"
873,"1925-1974",NA,NA,NA,"No building data"
873,"1975-2025",NA,NA,NA,"No building data"
874,"1925-1974",2,0,0,"0%"
874,"1975-2025",NA,NA,NA,"No building data"
875,"1925-1974",1,0,0,"0%"
875,"1975-2025",NA,NA,NA,"No building data"
876,"1925-1974",NA,NA,NA,"No building data"
876,"1975-2025",NA,NA,NA,"No building data"
877,"1925-1974",NA,NA,NA,"No building data"
877,"1975-2025",NA,NA,NA,"No building data"
878,"1925-1974",NA,NA,NA,"No building data"
878,"1975-2025",NA,NA,NA,"No building data"
879,"1925-1974",NA,NA,NA,"No building data"
879,"1975-2025",NA,NA,NA,"No building data"
883,"1925-1974",NA,NA,NA,"No building data"
883,"1975-2025",NA,NA,NA,"No building data"
884,"1925-1974",1,0,0,"0%"
884,"1975-2025",NA,NA,NA,"No building data"
885,"1925-1974",1,0,0,"0%"
885,"1975-2025",NA,NA,NA,"No building data"
886,"1925-1974",2,0,0,"0%"
886,"1975-2025",47,0,0,"0%"
887,"1925-1974",NA,NA,NA,"No building data"
887,"1975-2025",1,0,0,"0%"
888,"1925-1974",NA,NA,NA,"No building data"
888,"1975-2025",NA,NA,NA,"No building data"
889,"1925-1974",13,0,0,"0%"
889,"1975-2025",7,0,0,"0%"
890,"1925-1974",19,0,0,"0%"
890,"1975-2025",35,0,0,"0%"
891,"1925-1974",1,0,0,"0%"
891,"1975-2025",2,0,0,"0%"
892,"1925-1974",NA,NA,NA,"No building data"
892,"1975-2025",NA,NA,NA,"No building data"
893,"1925-1974",NA,NA,NA,"No building data"
893,"1975-2025",NA,NA,NA,"No building data"
894,"1925-1974",NA,NA,NA,"No building data"
894,"1975-2025",NA,NA,NA,"No building data"
895,"1925-1974",1,0,0,"0%"
895,"1975-2025",2,0,0,"0%"
896,"1925-1974",NA,NA,NA,"No building data"
896,"1975-2025",NA,NA,NA,"No building data"
897,"1925-1974",NA,NA,NA,"No building data"
897,"1975-2025",NA,NA,NA,"No building data"
898,"1925-1974",NA,NA,NA,"No building data"
898,"1975-2025",NA,NA,NA,"No building data"
899,"1925-1974",NA,NA,NA,"No building data"
899,"1975-2025",NA,NA,NA,"No building data"
903,"1925-1974",NA,NA,NA,"No building data"
903,"1975-2025",NA,NA,NA,"No building data"
904,"1925-1974",NA,NA,NA,"No building data"
904,"1975-2025",NA,NA,NA,"No building data"
905,"1925-1974",2,0,0,"0%"
905,"1975-2025",3,0,0,"0%"
906,"1925-1974",2,0,0,"0%"
906,"1975-2025",NA,NA,NA,"No building data"
907,"1925-1974",NA,NA,NA,"No building data"
907,"1975-2025",NA,NA,NA,"No building data"
908,"1925-1974",3,0,0,"0%"
908,"1975-2025",3,0,0,"0%"
910,"1925-1974",160,0,0,"0%"
910,"1975-2025",53,0,0,"0%"
911,"1925-1974",5,0,0,"0%"
911,"1975-2025",33,0,0,"0%"
912,"1925-1974",NA,NA,NA,"No building data"
912,"1975-2025",NA,NA,NA,"No building data"
913,"1925-1974",NA,NA,NA,"No building data"
913,"1975-2025",NA,NA,NA,"No building data"
914,"1925-1974",1,0,0,"0%"
914,"1975-2025",NA,NA,NA,"No building data"
915,"1925-1974",NA,NA,NA,"No building data"
915,"1975-2025",NA,NA,NA,"No building data"
916,"1925-1974",NA,NA,NA,"No building data"
916,"1975-2025",2,0,0,"0%"
917,"1925-1974",NA,NA,NA,"No building data"
917,"1975-2025",NA,NA,NA,"No building data"
918,"1925-1974",NA,NA,NA,"No building data"
918,"1975-2025",NA,NA,NA,"No building data"
919,"1925-1974",NA,NA,NA,"No building data"
919,"1975-2025",NA,NA,NA,"No building data"
923,"1925-1974",84,0,0,"0%"
923,"1975-2025",13,0,0,"0%"
924,"1925-1974",3,0,0,"0%"
924,"1975-2025",NA,NA,NA,"No building data"
925,"1925-1974",NA,NA,NA,"No building data"
925,"1975-2025",NA,NA,NA,"No building data"
926,"1925-1974",NA,NA,NA,"No building data"
926,"1975-2025",NA,NA,NA,"No building data"
927,"1925-1974",NA,NA,NA,"No building data"
927,"1975-2025",NA,NA,NA,"No building data"
928,"1925-1974",NA,NA,NA,"No building data"
928,"1975-2025",NA,NA,NA,"No building data"
929,"1925-1974",10,0,0,"0%"
